Sistema de Informações Hidrológicas
Versão Web 3.0
© 2018 Agência Nacional de Águas (ANA)

NivelConsistencia: 1 = Bruto, 2 = Consistido
TipoMedicaoChuvas: 1 = Pluviômetro, 2 = Pluviógrafo, 3 = Data logger
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Acumulado

Restrições da consulta:
Código da Estação:02346117


EstacaoCodigo;NivelConsistencia;Data;TipoMedicaoChuvas;Maxima;Total;DiaMaxima;NumDiasDeChuva;MaximaStatus;TotalStatus;NumDiasDeChuvaStatus;TotalAnual;TotalAnualStatus;Chuva01;Chuva02;Chuva03;Chuva04;Chuva05;Chuva06;Chuva07;Chuva08;Chuva09;Chuva10;Chuva11;Chuva12;Chuva13;Chuva14;Chuva15;Chuva16;Chuva17;Chuva18;Chuva19;Chuva20;Chuva21;Chuva22;Chuva23;Chuva24;Chuva25;Chuva26;Chuva27;Chuva28;Chuva29;Chuva30;Chuva31;Chuva01Status;Chuva02Status;Chuva03Status;Chuva04Status;Chuva05Status;Chuva06Status;Chuva07Status;Chuva08Status;Chuva09Status;Chuva10Status;Chuva11Status;Chuva12Status;Chuva13Status;Chuva14Status;Chuva15Status;Chuva16Status;Chuva17Status;Chuva18Status;Chuva19Status;Chuva20Status;Chuva21Status;Chuva22Status;Chuva23Status;Chuva24Status;Chuva25Status;Chuva26Status;Chuva27Status;Chuva28Status;Chuva29Status;Chuva30Status;Chuva31Status
2346117;1;01/06/2019;1;16,9;42,3;3;5;1;1;1;;0;7,6;11,0;16,9;6,0;0,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
2346117;1;01/05/2019;1;16,6;53,7;29;12;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;5,0;0,0;0,1;0,0;0,0;0,0;0,1;1,8;0,0;6,6;4,4;2,5;8,6;4,0;3,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;16,6;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2346117;1;01/04/2019;1;55,8;148,1;9;10;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;0,0;2,4;12,0;55,8;8,0;0,0;0,0;0,0;9,4;8,4;0,0;8,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,8;27,8;0,0;14,7;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
2346117;1;01/03/2019;1;42,0;239,6;10;18;1;1;1;;0;27,1;2,4;31,0;5,0;0,0;4,0;0,1;19,4;0,0;42,0;37,2;0,0;18,4;0,0;3,5;1,5;0,6;20,4;0,0;16,0;6,0;4,2;0,0;0,0;0,0;0,0;0,0;0,0;0,8;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2346117;1;01/02/2019;1;57,0;323,2;4;16;1;1;1;;0;0,0;0,0;0,0;57,0;3,8;9,0;41,2;0,0;0,0;0,0;0,0;0,0;6,8;0,4;0,0;39,2;44,2;2,0;0,0;0,0;10,6;13,2;9,8;0,0;3,6;47,8;17,0;17,6;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
2346117;1;01/01/2019;1;52,0;305,9;31;18;1;1;1;;0;0,0;6,7;0,0;37,8;25,6;22,1;15,0;0,0;0,8;0,0;0,0;25,4;0,0;0,0;0,0;8,8;3,2;10,2;0,0;1,0;0,6;0,0;22,0;6,0;44,0;23,5;0,0;0,0;0,0;1,2;52,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2346117;1;01/12/2018;1;76,6;191,1;1;16;1;1;1;;0;76,6;30,6;1,0;0,0;0,0;4,0;0,0;1,0;0,0;0,0;0,0;0,0;14,0;12,2;0,0;0,0;0,7;7,4;6,8;8,0;0,0;0,0;0,4;18,2;7,0;0,6;0,0;0,0;2,6;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2346117;1;01/11/2018;1;28,6;101,7;19;13;1;1;1;;0;10,2;0,0;0,0;5,0;0,4;0,0;0,0;4,4;4,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;0,0;0,0;28,6;14,0;0,0;0,0;13,1;9,2;7,1;3,6;0,0;0,0;0,0;2,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
2346117;1;01/10/2018;1;35,5;121,0;1;20;1;1;1;;0;35,5;3,2;0,0;0,6;0,0;0,0;0,0;1,6;15,2;1,2;0,2;1,0;0,0;6,8;12,6;0,8;0,0;4,7;4,9;0,3;0,0;0,0;0,0;3,0;17,6;5,7;0,8;5,2;0,1;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2346117;1;01/09/2018;1;24,2;72,8;5;9;1;1;1;;0;0,0;0,0;0,0;2,0;24,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,7;10,0;0,0;1,5;8,2;0,0;0,0;7,1;0,0;0,0;0,0;0,0;0,0;2,0;11,1;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
